# This work is licensed under the Creative Commons Attribution 4.0 International License.
# To view a copy of the license, visit http://creativecommons.org/licenses/by/4.0/.


# 0-cover (e = 15, f = 13, u = 22) of Q_149
#   excess s-diags: { -72, 18, 22, 32 }

# $D = (c_i, r_i)$ with $(r_i) = -74, -72, \ldots, 72, 74$ and $(c_i) = -40$, $-34$, $-28$, $-22$, $-12$, $6$, $-32$, $-10$, $4$, $54$, $60$, $34$, $28$, $18$, $72$, $46$, $32$, $58$, $-24$, $-74$, $68$, $74$, $-72$, $-38$, $-56$, $70$, $-50$, $0$, $-68$, $66$, $-2$, $12$, $-64$, $-4$, $22$, $-20$, $14$, $-8$, $2$, $62$, $-52$, $16$, $-14$, $8$, $-6$, $-66$, $44$, $-54$, $10$, $-62$, $48$, $-70$, $-36$, $38$, $-60$, $-26$, $20$, $50$, $36$, $-58$, $64$, $-30$, $52$, $30$, $-16$, $42$, $56$, $26$, $-48$, $-42$, $40$, $-46$, $24$, $-18$, $-44$ .


dim 149 149

(0, 34)
(2, 40)
(4, 46)
(6, 52)
(8, 62)
(10, 80)
(12, 42)
(14, 64)
(16, 78)
(18, 128)
(20, 134)
(22, 108)
(24, 102)
(26, 92)
(28, 146)
(30, 120)
(32, 106)
(34, 132)
(36, 50)
(38, 0)
(40, 142)
(42, 148)
(44, 2)
(46, 36)
(48, 18)
(50, 144)
(52, 24)
(54, 74)
(56, 6)
(58, 140)
(60, 72)
(62, 86)
(64, 10)
(66, 70)
(68, 96)
(70, 54)
(72, 88)
(74, 66)
(76, 76)
(78, 136)
(80, 22)
(82, 90)
(84, 60)
(86, 82)
(88, 68)
(90, 8)
(92, 118)
(94, 20)
(96, 84)
(98, 12)
(100, 122)
(102, 4)
(104, 38)
(106, 112)
(108, 14)
(110, 48)
(112, 94)
(114, 124)
(116, 110)
(118, 16)
(120, 138)
(122, 44)
(124, 126)
(126, 104)
(128, 58)
(130, 116)
(132, 130)
(134, 100)
(136, 26)
(138, 32)
(140, 114)
(142, 28)
(144, 98)
(146, 56)
(148, 30)
