# This work is licensed under the Creative Commons Attribution 4.0 International License.
# To view a copy of the license, visit http://creativecommons.org/licenses/by/4.0/.


# 0-cover (e = 20, f = 18, u = 28) of Q_193
#   excess s-diags: { -126, -8, 32, 102 }

# $D = (c_i, r_i)$ with $(r_i) = -96, -94, \ldots, 94, 96$ and $(c_i) = -12$, $26$, $-24$, $10$, $52$, $38$, $32$, $22$, $-68$, $54$, $-28$, $78$, $64$, $-62$, $80$, $-74$, $-32$, $-58$, $28$, $-78$, $-70$, $-38$, $-76$, $94$, $-96$, $46$, $-56$, $-22$, $72$, $90$, $-52$, $42$, $48$, $-94$, $2$, $8$, $-60$, $-90$, $76$, $4$, $-14$, $24$, $96$, $16$, $-2$, $-16$, $-30$, $-4$, $18$, $66$, $-80$, $20$, $68$, $-66$, $-10$, $-86$, $88$, $-20$, $14$, $-8$, $6$, $70$, $-6$, $58$, $84$, $74$, $92$, $-42$, $-84$, $-50$, $-64$, $56$, $44$, $86$, $-92$, $-34$, $-72$, $82$, $-88$, $62$, $-40$, $34$, $12$, $-82$, $0$, $-46$, $-36$, $-18$, $40$, $30$, $-48$, $-54$, $60$, $-26$, $-44$, $50$, $36$ .


dim 193 193

(0, 84)
(2, 122)
(4, 72)
(6, 106)
(8, 148)
(10, 134)
(12, 128)
(14, 118)
(16, 28)
(18, 150)
(20, 68)
(22, 174)
(24, 160)
(26, 34)
(28, 176)
(30, 22)
(32, 64)
(34, 38)
(36, 124)
(38, 18)
(40, 26)
(42, 58)
(44, 20)
(46, 190)
(48, 0)
(50, 142)
(52, 40)
(54, 74)
(56, 168)
(58, 186)
(60, 44)
(62, 138)
(64, 144)
(66, 2)
(68, 98)
(70, 104)
(72, 36)
(74, 6)
(76, 172)
(78, 100)
(80, 82)
(82, 120)
(84, 192)
(86, 112)
(88, 94)
(90, 80)
(92, 66)
(94, 92)
(96, 114)
(98, 162)
(100, 16)
(102, 116)
(104, 164)
(106, 30)
(108, 86)
(110, 10)
(112, 184)
(114, 76)
(116, 110)
(118, 88)
(120, 102)
(122, 166)
(124, 90)
(126, 154)
(128, 180)
(130, 170)
(132, 188)
(134, 54)
(136, 12)
(138, 46)
(140, 32)
(142, 152)
(144, 140)
(146, 182)
(148, 4)
(150, 62)
(152, 24)
(154, 178)
(156, 8)
(158, 158)
(160, 56)
(162, 130)
(164, 108)
(166, 14)
(168, 96)
(170, 50)
(172, 60)
(174, 78)
(176, 136)
(178, 126)
(180, 48)
(182, 42)
(184, 156)
(186, 70)
(188, 52)
(190, 146)
(192, 132)
