# This work is licensed under the Creative Commons Attribution 4.0 International License.
# To view a copy of the license, visit http://creativecommons.org/licenses/by/4.0/.


# 0-cover (e = 18, f = 16, u = 24) of Q_169
#   excess s-diags: { -146, -32, 76, 102 }

# $D = (c_i, r_i)$ with $(r_i) = -84, -82, \ldots, 82, 84$ and $(c_i) = -44$, $42$, $-66$, $26$, $-48$, $-10$, $-16$, $46$, $40$, $-30$, $32$, $70$, $-52$, $-42$, $-4$, $22$, $36$, $30$, $44$, $74$, $84$, $-78$, $-40$, $62$, $-80$, $-38$, $-60$, $82$, $-76$, $8$, $-84$, $-46$, $-2$, $-58$, $10$, $16$, $-14$, $0$, $76$, $66$, $-26$, $-12$, $-64$, $24$, $6$, $12$, $68$, $78$, $-6$, $-70$, $-18$, $4$, $64$, $-8$, $56$, $38$, $2$, $-74$, $80$, $-82$, $-72$, $-50$, $60$, $34$, $-28$, $-34$, $72$, $54$, $20$, $48$, $-20$, $-54$, $-68$, $-62$, $-32$, $50$, $-24$, $58$, $52$, $18$, $-56$, $-22$, $28$, $14$, $-36$ .


dim 169 169

(0, 40)
(2, 126)
(4, 18)
(6, 110)
(8, 36)
(10, 74)
(12, 68)
(14, 130)
(16, 124)
(18, 54)
(20, 116)
(22, 154)
(24, 32)
(26, 42)
(28, 80)
(30, 106)
(32, 120)
(34, 114)
(36, 128)
(38, 158)
(40, 168)
(42, 6)
(44, 44)
(46, 146)
(48, 4)
(50, 46)
(52, 24)
(54, 166)
(56, 8)
(58, 92)
(60, 0)
(62, 38)
(64, 82)
(66, 26)
(68, 94)
(70, 100)
(72, 70)
(74, 84)
(76, 160)
(78, 150)
(80, 58)
(82, 72)
(84, 20)
(86, 108)
(88, 90)
(90, 96)
(92, 152)
(94, 162)
(96, 78)
(98, 14)
(100, 66)
(102, 88)
(104, 148)
(106, 76)
(108, 140)
(110, 122)
(112, 86)
(114, 10)
(116, 164)
(118, 2)
(120, 12)
(122, 34)
(124, 144)
(126, 118)
(128, 56)
(130, 50)
(132, 156)
(134, 138)
(136, 104)
(138, 132)
(140, 64)
(142, 30)
(144, 16)
(146, 22)
(148, 52)
(150, 134)
(152, 60)
(154, 142)
(156, 136)
(158, 102)
(160, 28)
(162, 62)
(164, 112)
(166, 98)
(168, 48)
