# This work is licensed under the Creative Commons Attribution 4.0 International License.
# To view a copy of the license, visit http://creativecommons.org/licenses/by/4.0/.


# 1-cover (e = 17, f = 16, u = 23) of Q_163
#   excess d-diags: { 0 }
#   excess s-diags: { -142, 0, 142 }

# $D = (c_i, r_i)$ with $(r_i) = -81, -79, \ldots, 79, 81$ and $(c_i) = -35$, $-63$, $21$, $-33$, $-19$, $39$, $17$, $-37$, $-31$, $-25$, $65$, $59$, $45$, $27$, $53$, $-69$, $25$, $-77$, $-27$, $79$, $-39$, $-45$, $-75$, $31$, $81$, $47$, $3$, $-3$, $69$, $5$, $-47$, $-81$, $-59$, $55$, $77$, $1$, $-5$, $-15$, $15$, $-57$, $61$, $-65$, $11$, $63$, $-13$, $-7$, $7$, $13$, $-17$, $-11$, $-67$, $9$, $-1$, $75$, $-71$, $43$, $-51$, $-73$, $57$, $-53$, $37$, $-29$, $-79$, $51$, $73$, $35$, $29$, $-61$, $-23$, $67$, $49$, $-41$, $-55$, $-9$, $-43$, $19$, $71$, $-21$, $41$, $-49$, $33$, $23$ .


dim 163 163

(0, 46)
(2, 18)
(4, 102)
(6, 48)
(8, 62)
(10, 120)
(12, 98)
(14, 44)
(16, 50)
(18, 56)
(20, 146)
(22, 140)
(24, 126)
(26, 108)
(28, 134)
(30, 12)
(32, 106)
(34, 4)
(36, 54)
(38, 160)
(40, 42)
(42, 36)
(44, 6)
(46, 112)
(48, 162)
(50, 128)
(52, 84)
(54, 78)
(56, 150)
(58, 86)
(60, 34)
(62, 0)
(64, 22)
(66, 136)
(68, 158)
(70, 82)
(72, 76)
(74, 66)
(76, 96)
(78, 24)
(80, 142)
(82, 16)
(84, 92)
(86, 144)
(88, 68)
(90, 74)
(92, 88)
(94, 94)
(96, 64)
(98, 70)
(100, 14)
(102, 90)
(104, 80)
(106, 156)
(108, 10)
(110, 124)
(112, 30)
(114, 8)
(116, 138)
(118, 28)
(120, 118)
(122, 52)
(124, 2)
(126, 132)
(128, 154)
(130, 116)
(132, 110)
(134, 20)
(136, 58)
(138, 148)
(140, 130)
(142, 40)
(144, 26)
(146, 72)
(148, 38)
(150, 100)
(152, 152)
(154, 60)
(156, 122)
(158, 32)
(160, 114)
(162, 104)
